1055.000000	200.000000	3.640000	0.000000
1055.000000	211.111111	3.720737	0.000240
1055.000000	222.222222	3.800891	0.000859
1055.000000	233.333333	3.880540	0.001724
1055.000000	244.444444	3.959757	0.002718
1055.000000	255.555556	4.038616	0.003746
1055.000000	266.666667	4.117185	0.004730
1055.000000	277.777778	4.195532	0.005610
1055.000000	288.888889	4.273720	0.006340
1055.000000	300.000000	4.351808	0.006893
1055.000000	311.111111	4.429853	0.007250
1055.000000	322.222222	4.507907	0.007407
1055.000000	333.333333	4.586015	0.007370
1055.000000	344.444444	4.664220	0.007152
1055.000000	355.555556	4.742560	0.006774
1055.000000	366.666667	4.821066	0.006261
1055.000000	377.777778	4.899765	0.005643
1055.000000	388.888889	4.978677	0.004951
1055.000000	400.000000	5.057818	0.004217
1055.000000	411.111111	5.137197	0.003473
1055.000000	422.222222	5.216818	0.002749
1055.000000	433.333333	5.296678	0.002071
1055.000000	444.444444	5.376769	0.001464
1055.000000	455.555556	5.457077	0.000947
1055.000000	466.666667	5.537583	0.000535
1055.000000	477.777778	5.618260	0.000237
1055.000000	488.888889	5.699078	0.000059
1055.000000	500.000000	5.780000	0.000000
1055.000000	511.111111	5.860986	0.000056
1055.000000	522.222222	5.941988	0.000218
1055.000000	533.333333	6.022957	0.000473
1055.000000	544.444444	6.103837	0.000805
1055.000000	555.555556	6.184568	0.001195
1055.000000	566.666667	6.265089	0.001623
1055.000000	577.777778	6.345332	0.002066
1055.000000	588.888889	6.425230	0.002504
1055.000000	600.000000	6.504710	0.002916
1055.000000	611.111111	6.583699	0.003282
1055.000000	622.222222	6.662122	0.003585
1055.000000	633.333333	6.739904	0.003810
1055.000000	644.444444	6.816967	0.003947
1055.000000	655.555556	6.893235	0.003988
1055.000000	666.666667	6.968631	0.003931
1055.000000	677.777778	7.043079	0.003776
1055.000000	688.888889	7.116505	0.003531
1055.000000	700.000000	7.188836	0.003204
1055.000000	711.111111	7.260002	0.002811
1055.000000	722.222222	7.329935	0.002370
1055.000000	733.333333	7.398569	0.001903
1055.000000	744.444444	7.465845	0.001434
1055.000000	755.555556	7.531704	0.000989
1055.000000	766.666667	7.596095	0.000595
1055.000000	777.777778	7.658969	0.000281
1055.000000	788.888889	7.720283	0.000074
1055.000000	800.000000	7.780000	0.000000
1055.000000	811.111111	7.838088	0.000082
1055.000000	822.222222	7.894522	0.000339
1055.000000	833.333333	7.949281	0.000789
1055.000000	844.444444	8.002353	0.001442
1055.000000	855.555556	8.053731	0.002304
1055.000000	866.666667	8.103415	0.003373
